,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,PoolScore,SimplOverallGrade,SimplExterGrade,SimplPoolScore,SimplGarageScore,SimplFireplaceScore,SimplKitchenScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,HasMasVnr,BoughtOffPlan,OverallQual-s2,OverallQual-s3,OverallQual-Sq,AllSF-2,AllSF-3,AllSF-Sq,AllFlrsSF-2,AllFlrsSF-3,AllFlrsSF-Sq,GrLivArea-2,GrLivArea-3,GrLivArea-Sq,SimplOverallQual-s2,SimplOverallQual-s3,SimplOverallQual-Sq,ExterQual-2,ExterQual-3,ExterQual-Sq,GarageCars-2,GarageCars-3,GarageCars-Sq,TotalBath-2,TotalBath-3,TotalBath-Sq,KitchenQual-2,KitchenQual-3,KitchenQual-Sq,GarageScore-2,GarageScore-3,GarageScore-Sq
660,SC60,RL,0.0,12384,2,None,4,Lvl,4,CulDSac,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,3,3,CBlock,4,3,0,1,0,1,0,793,793,GasA,3,Y,SBrkr,1142,793,0,1935,0,0,2,1,3,1,3,7,8,1,3,Attchd,1976.0,RFn,2,550,3,3,2,0,113,252,0,0,0,0,No,No,0,Nov,2007,WD,Normal,12.19552218463499,3,3,0,1,1,1,4,1,1,1,1,1,2,1,1,49,9,9,3,3,1650,0,9,1,0,550,1,1,2.5,2728,1935,365,1,0,49,343,2.6457513110645907,7441984,20301732352,52.230259428802384,3744225,7245075375,43.98863489584554,3744225,7245075375,43.98863489584554,9,27,1.7320508075688772,9,27,1.7320508075688772,4,8,1.4142135623730951,6.25,15.625,1.5811388300841898,9,27,1.7320508075688772,2722500,4492125000,40.620192023179804
661,SC60,RL,52.0,46589,2,None,2,Lvl,4,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,4,3,PConc,4,4,0,6,1361,3,180,88,1629,GasA,5,Y,SBrkr,1686,762,0,2448,1,0,2,1,4,1,4,8,8,1,3,Attchd,1994.0,RFn,3,711,3,3,2,517,76,0,0,0,0,0,No,No,0,Jul,2009,WD,Normal,12.904209855160254,3,3,0,1,1,1,4,2,2,2,1,2,2,1,2,56,9,12,4,3,2133,0,9,2,0,711,1,2,3.5,4077,2448,76,1,0,64,512,2.8284271247461903,16621929,67767604533,63.85138996137829,5992704,14670139392,49.47726750741192,5992704,14670139392,49.47726750741192,9,27,1.7320508075688772,16,64,2.0,9,27,1.7320508075688772,12.25,42.875,1.8708286933869707,16,64,2.0,4549689,9704486637,46.184412955021955
662,SC20,RL,120.0,13560,2,None,4,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,3,3,CBlock,2,2,0,1,0,1,0,1392,1392,GasA,4,Y,SBrkr,1392,0,0,1392,1,0,1,0,2,1,3,5,3,2,3,Attchd,1968.0,RFn,2,576,3,3,2,0,0,240,0,0,0,0,No,No,0,Jul,2009,WD,Normal,11.608244735642321,2,1,0,1,1,1,2,1,2,1,1,1,1,1,1,18,9,9,3,6,1728,0,2,1,0,576,2,1,2.0,2784,1392,240,1,0,36,216,2.449489742783178,7750656,21577826304,52.76362383309168,1937664,2697228288,37.30951621235526,1937664,2697228288,37.30951621235526,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,9,27,1.7320508075688772,2985984,5159780352,41.569219381653056
663,SC85,RL,90.0,10012,2,None,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,2,4,920,3,180,38,1138,GasA,3,Y,SBrkr,1181,0,0,1181,1,0,2,0,3,1,3,6,8,0,0,Detchd,1974.0,RFn,2,588,3,3,2,0,0,180,0,0,0,0,MnPrv,No,0,Apr,2008,WD,Normal,11.83138646878959,2,2,0,1,1,0,4,1,1,2,1,1,2,1,1,20,9,9,3,0,1764,0,4,1,0,588,0,1,3.0,2319,1181,180,0,0,16,64,2.0,5377761,12471027759,48.155996511338024,1394761,1647212741,34.36568055487916,1394761,1647212741,34.36568055487916,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,9,27,1.7320508075688772,3111696,5489031744,42.0
664,SC20,RL,49.0,20896,2,None,2,Lvl,4,CulDSac,3,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,1721,1,0,356,2077,GasA,5,Y,SBrkr,2097,0,0,2097,1,0,1,1,1,1,5,8,8,1,5,Attchd,2005.0,Fin,3,1134,3,3,2,192,267,0,0,0,0,0,No,No,0,Jan,2006,New,Partial,12.955129822091815,3,2,0,1,1,2,4,2,2,2,1,1,2,1,2,40,9,12,5,5,3402,0,6,2,0,1134,2,2,2.5,4174,2097,267,0,1,64,512,2.8284271247461903,17422276,72720580024,64.60650122085238,4397409,9221366673,45.79301256742124,4397409,9221366673,45.79301256742124,9,27,1.7320508075688772,16,64,2.0,9,27,1.7320508075688772,6.25,15.625,1.5811388300841898,25,125,2.23606797749979,11573604,39373400808,58.32666628567074
665,SC60,RL,106.0,11194,2,None,3,Lvl,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4,3,0,1,0,1,0,1406,1406,GasA,5,Y,SBrkr,1454,482,0,1936,0,0,2,1,3,1,4,7,8,1,3,Attchd,2000.0,RFn,2,504,3,3,2,188,124,0,0,0,0,0,No,No,0,Nov,2006,WD,Normal,12.348010479804223,3,2,0,1,1,1,4,2,2,1,1,1,2,1,2,40,9,12,4,3,1512,0,6,2,0,504,1,2,2.5,3342,1936,124,1,0,64,512,2.8284271247461903,11168964,37326677688,57.810033731178535,3748096,7256313856,44.0,3748096,7256313856,44.0,9,27,1.7320508075688772,16,64,2.0,4,8,1.4142135623730951,6.25,15.625,1.5811388300841898,16,64,2.0,2286144,3456649728,38.88444419044716
666,SC60,RL,0.0,18450,2,None,3,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,3,4,CBlock,4,3,0,2,187,3,723,111,1021,GasA,3,Y,SBrkr,1465,915,0,2380,0,0,2,1,3,1,3,7,2,1,1,CarPort,1965.0,Unf,2,596,3,3,2,0,265,0,0,0,0,0,No,No,0,Aug,2007,WD,Abnorml,11.767575435251748,2,2,0,1,1,1,1,1,1,1,1,1,2,2,1,30,9,12,3,1,1788,0,4,2,0,596,1,1,2.5,3401,2380,265,1,0,36,216,2.449489742783178,11566801,39338690201,58.31809324729333,5664400,13481272000,48.78524367060187,5664400,13481272000,48.78524367060187,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,6.25,15.625,1.5811388300841898,9,27,1.7320508075688772,3196944,5716135872,42.28474902373195
667,SC20,RL,65.0,8125,2,None,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,3,3,PConc,4,3,0,6,1138,1,0,270,1408,GasA,5,Y,SBrkr,1679,0,0,1679,1,0,2,0,3,1,4,7,8,1,2,Attchd,1994.0,RFn,2,575,3,3,2,224,42,0,0,0,0,0,No,No,0,Oct,2008,WD,Normal,12.173037959397275,2,2,0,1,1,1,4,2,2,2,1,1,2,1,1,30,9,9,4,2,1725,0,4,1,0,575,1,2,3.0,3087,1679,42,1,0,36,216,2.449489742783178,9529569,29417779503,55.560777532356404,2819041,4733169839,40.97560249709576,2819041,4733169839,40.97560249709576,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,16,64,2.0,2975625,5132953125,41.53311931459037
668,SC20,RL,0.0,14175,2,None,4,Bnk,4,Corner,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,3,988,1,0,200,1188,GasA,4,Y,SBrkr,1437,0,0,1437,1,0,1,1,3,1,3,6,6,1,3,Detchd,1999.0,Unf,2,576,3,3,2,304,0,0,0,0,0,0,No,No,0,Nov,2006,WD,Normal,12.031725210748633,2,2,0,1,1,1,3,1,2,1,1,1,1,1,1,30,9,9,3,3,1728,0,4,1,0,576,1,1,2.5,2625,1437,0,0,0,25,125,2.23606797749979,6890625,18087890625,51.234753829797995,2064969,2967360453,37.907782842049734,2064969,2967360453,37.907782842049734,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,6.25,15.625,1.5811388300841898,9,27,1.7320508075688772,2985984,5159780352,41.569219381653056
669,SC30,RL,80.0,11600,2,None,4,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,0,1,0,1,0,700,700,GasA,5,Y,SBrkr,1180,0,0,1180,0,0,1,0,2,1,2,5,8,1,4,Detchd,1922.0,Unf,1,252,3,2,2,0,0,67,0,0,0,0,No,No,0,Jul,2006,WD,Normal,11.83138646878959,2,2,0,1,1,2,4,1,2,1,1,1,1,1,1,20,6,9,2,4,756,0,4,1,0,252,2,1,1.0,1880,1180,67,0,0,16,64,2.0,3534400,6644672000,43.3589667773576,1392400,1643032000,34.351128074635334,1392400,1643032000,34.351128074635334,4,8,1.4142135623730951,9,27,1.7320508075688772,1,1,1.0,1.0,1.0,1.0,4,8,1.4142135623730951,571536,432081216,27.49545416973504
670,SC60,RL,64.0,8633,2,None,4,Lvl,4,FR2,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,6,193,1,0,545,738,GasA,5,Y,SBrkr,738,738,0,1476,1,0,2,1,3,1,4,7,8,0,0,Attchd,2005.0,Fin,2,540,3,3,2,100,35,0,0,0,0,0,No,No,0,Feb,2009,WD,Normal,12.063938642041201,2,2,0,1,1,0,4,2,2,2,1,1,2,1,2,30,9,12,4,0,1620,0,4,2,0,540,0,2,3.5,2214,1476,35,0,0,36,216,2.449489742783178,4901796,10852576344,47.05316142407437,2178576,3215578176,38.41874542459709,2178576,3215578176,38.41874542459709,4,8,1.4142135623730951,16,64,2.0,4,8,1.4142135623730951,12.25,42.875,1.8708286933869707,16,64,2.0,2624400,4251528000,40.24922359499622
671,SC70,RH,54.0,6629,2,None,4,Lvl,4,Inside,3,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,3,3,0,4,551,1,0,121,672,GasA,3,N,SBrkr,697,672,0,1369,1,0,2,0,3,1,3,6,8,0,0,Detchd,1930.0,Unf,1,300,3,3,2,147,0,0,0,0,0,0,No,No,0,Jul,2009,WD,Normal,11.548302261270587,2,2,0,1,1,0,4,1,1,2,1,1,1,2,1,36,9,12,3,0,900,0,4,2,0,300,0,1,3.0,2041,1369,0,0,0,36,216,2.449489742783178,4165681,8502154921,45.17742799230607,1874161,2565726409,37.0,1874161,2565726409,37.0,4,8,1.4142135623730951,9,27,1.7320508075688772,1,1,1.0,9.0,27.0,1.7320508075688772,9,27,1.7320508075688772,810000,729000000,30.0
672,SC20,RL,0.0,11250,2,None,3,Lvl,4,Inside,3,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,4,3,CBlock,4,3,0,5,767,1,0,441,1208,GasA,3,Y,SBrkr,1208,0,0,1208,1,0,1,1,3,1,3,6,8,1,3,Attchd,1977.0,RFn,2,546,3,3,2,198,42,0,0,0,0,0,No,No,0,Jun,2006,WD,Normal,12.013706813470414,2,2,0,1,1,1,4,1,1,2,1,1,2,1,2,36,9,12,3,3,1638,0,4,2,0,546,1,1,2.5,2416,1208,42,0,0,36,216,2.449489742783178,5837056,14102327296,49.15282290977803,1459264,1762790912,34.75629439396553,1459264,1762790912,34.75629439396553,4,8,1.4142135623730951,16,64,2.0,4,8,1.4142135623730951,6.25,15.625,1.5811388300841898,9,27,1.7320508075688772,2683044,4394826072,40.47221268969612
673,SC20,RL,110.0,14442,2,None,4,Lvl,4,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,3,3,PConc,3,3,0,6,1186,1,0,291,1477,GasA,5,Y,SBrkr,1839,0,0,1839,1,0,2,0,3,1,4,7,8,2,3,Attchd,1957.0,Fin,2,416,3,3,2,0,87,0,0,200,0,0,No,No,0,Jun,2007,WD,Normal,12.458778882573533,2,3,0,1,1,1,4,2,2,2,1,1,1,1,1,42,9,9,4,6,1248,0,6,1,0,416,2,2,3.0,3316,1839,287,1,0,36,216,2.449489742783178,10995856,36462258496,57.584720195551874,3381921,6219352719,42.883563284783136,3381921,6219352719,42.883563284783136,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,16,64,2.0,1557504,1943764992,35.32704346531139
674,SC20,RL,80.0,9200,2,None,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,3,892,1,0,244,1136,GasA,3,Y,SBrkr,1136,0,0,1136,1,0,1,0,3,1,3,5,8,1,4,Attchd,1965.0,RFn,1,384,3,3,2,426,0,0,0,0,0,0,No,No,0,Jul,2008,WD,Normal,11.849404844423074,2,2,0,1,1,2,4,1,1,1,1,1,1,1,1,36,9,9,3,4,1152,0,4,1,0,384,2,1,2.0,2272,1136,0,0,0,36,216,2.449489742783178,5161984,11728027648,47.66550115125194,1290496,1466003456,33.704599092705436,1290496,1466003456,33.704599092705436,4,8,1.4142135623730951,9,27,1.7320508075688772,1,1,1.0,4.0,8.0,1.4142135623730951,9,27,1.7320508075688772,1327104,1528823808,33.94112549695428
675,SC160,RL,24.0,2289,2,None,4,Lvl,4,Inside,3,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,3,3,0,5,311,1,0,544,855,GasA,3,Y,SBrkr,855,586,0,1441,0,0,2,1,3,1,3,7,8,1,3,Attchd,1978.0,Unf,2,440,3,3,2,28,0,0,0,0,0,0,No,No,0,Apr,2009,WD,Normal,11.908346971208951,2,2,0,1,1,1,4,1,1,2,1,1,1,1,1,36,9,9,3,3,1320,0,4,1,0,440,1,1,2.5,2296,1441,0,0,0,36,216,2.449489742783178,5271616,12103630336,47.916594202843754,2076481,2992209121,37.960505792204614,2076481,2992209121,37.960505792204614,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,6.25,15.625,1.5811388300841898,9,27,1.7320508075688772,1742400,2299968000,36.3318042491699
676,SC70,RM,60.0,9600,2,1,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,3,3,BrkTil,3,2,0,1,0,1,0,1095,1095,GasW,2,N,SBrkr,1095,679,0,1774,1,0,2,0,4,2,3,8,6,0,0,2Types,1920.0,Unf,3,779,2,2,0,0,0,90,0,0,0,0,No,No,0,May,2006,WD,Normal,11.373674891823535,2,1,0,1,1,0,3,1,1,1,1,1,1,1,1,8,4,9,6,0,1558,0,2,1,0,779,0,2,3.0,2869,1774,90,0,0,16,64,2.0,8231161,23615200909,53.563046963368315,3147076,5582912824,42.118879377305376,3147076,5582912824,42.118879377305376,4,8,1.4142135623730951,9,27,1.7320508075688772,9,27,1.7320508075688772,9.0,27.0,1.7320508075688772,9,27,1.7320508075688772,2427364,3781833112,39.4715087119811
677,SC30,RL,52.0,9022,2,None,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,BrkTil,3,3,0,1,0,1,0,768,768,GasA,5,Y,SBrkr,792,0,0,792,0,0,1,0,2,1,4,5,8,0,0,Detchd,1924.0,Unf,1,240,2,2,0,316,0,120,0,0,0,0,No,No,0,May,2009,WD,Normal,11.603688960617083,2,3,0,1,1,0,4,2,2,1,1,1,1,1,2,40,4,12,4,0,480,0,6,2,0,240,0,2,1.0,1560,792,120,0,0,25,125,2.23606797749979,2433600,3796416000,39.496835316262995,627264,496793088,28.142494558940577,627264,496793088,28.142494558940577,4,8,1.4142135623730951,16,64,2.0,1,1,1.0,1.0,1.0,1.0,16,64,2.0,230400,110592000,21.908902300206645
678,SC20,RL,80.0,11844,2,None,3,Lvl,4,Inside,3,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,4,3,PConc,5,3,1,1,0,1,0,2046,2046,GasA,5,Y,SBrkr,2046,0,0,2046,0,0,2,1,3,1,4,7,8,1,4,Attchd,2008.0,Fin,3,834,3,3,2,322,82,0,0,0,0,0,No,No,0,Jul,2009,New,Partial,12.827995001361906,3,2,0,1,1,2,4,2,2,1,1,1,2,1,2,40,9,12,4,4,2502,0,6,2,0,834,2,2,2.5,4092,2046,82,1,1,64,512,2.8284271247461903,16744464,68518346688,63.968742366877905,4186116,8564793336,45.232731511594565,4186116,8564793336,45.232731511594565,9,27,1.7320508075688772,16,64,2.0,9,27,1.7320508075688772,6.25,15.625,1.5811388300841898,16,64,2.0,6260004,15662530008,50.0199960015992
679,SC20,RL,0.0,9945,2,None,3,Lvl,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,3,3,CBlock,3,3,0,3,827,1,0,161,988,GasA,3,Y,SBrkr,988,0,0,988,1,0,1,0,3,1,3,5,8,0,0,Detchd,1963.0,Unf,2,572,3,3,2,0,0,0,0,0,0,0,No,No,0,Oct,2007,WD,Normal,11.763691965388299,2,2,0,1,1,0,4,1,1,1,1,1,1,1,1,25,9,9,3,0,1716,0,4,1,0,572,0,1,2.0,1976,988,0,1,0,25,125,2.23606797749979,3904576,7715442176,44.45222154178574,976144,964430272,31.432467291003423,976144,964430272,31.432467291003423,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,9,27,1.7320508075688772,2944656,5053029696,41.42463035441596
680,SC120,RL,50.0,8012,2,None,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,3,0,4,543,4,119,261,923,GasA,3,Y,SBrkr,923,0,0,923,0,0,2,0,2,1,3,5,8,1,3,Attchd,1980.0,RFn,1,264,3,3,2,80,0,0,0,0,0,0,No,No,0,May,2010,WD,Normal,11.870606902224587,2,2,0,1,1,1,4,1,1,2,2,1,2,1,1,30,9,9,3,3,792,0,4,1,0,264,1,1,2.0,1846,923,0,0,0,36,216,2.449489742783178,3407716,6290643736,42.96510211788167,851929,786330467,30.380915061926625,851929,786330467,30.380915061926625,4,8,1.4142135623730951,9,27,1.7320508075688772,1,1,1.0,4.0,8.0,1.4142135623730951,9,27,1.7320508075688772,627264,496793088,28.142494558940577
681,SC50,RH,55.0,4500,2,2,2,Bnk,4,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,3,3,BrkTil,3,3,0,3,182,1,0,611,793,GasA,5,Y,SBrkr,848,672,0,1520,0,0,1,0,3,1,3,6,8,0,0,Detchd,1968.0,Unf,1,281,3,3,2,0,0,56,0,0,0,0,No,No,0,Jul,2009,WD,Abnorml,11.979391594635791,2,2,0,1,1,0,4,1,2,1,1,1,1,1,1,25,9,9,3,0,843,0,4,1,0,281,0,1,1.0,2313,1520,56,0,0,25,125,2.23606797749979,5349969,12374478297,48.093658625644196,2310400,3511808000,38.98717737923585,2310400,3511808000,38.98717737923585,4,8,1.4142135623730951,9,27,1.7320508075688772,1,1,1.0,1.0,1.0,1.0,9,27,1.7320508075688772,710649,599077107,29.03446228191595
682,SC120,RL,0.0,2887,2,None,4,HLS,4,Inside,3,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4,3,1,6,1003,1,0,288,1291,GasA,5,Y,SBrkr,1291,0,0,1291,1,0,1,0,2,1,4,6,8,1,4,Attchd,1996.0,Unf,2,431,3,3,2,307,0,0,0,0,0,0,No,No,0,Nov,2008,WD,Normal,12.06105265381003,2,2,0,1,1,2,4,2,2,2,1,1,2,1,1,30,9,9,4,4,1293,0,4,1,0,431,2,2,2.0,2582,1291,0,0,0,36,216,2.449489742783178,6666724,17213481368,50.813384063650005,1666681,2151685171,35.93048844644336,1666681,2151685171,35.93048844644336,4,8,1.4142135623730951,9,27,1.7320508075688772,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,16,64,2.0,1671849,2161700757,35.958309192730404
683,SC20,RL,90.0,11248,2,None,3,Lvl,4,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,4,3,PConc,4,3,2,6,1059,1,0,567,1626,GasA,5,Y,SBrkr,1668,0,0,1668,1,0,2,0,3,1,4,7,8,1,3,Attchd,2002.0,Fin,3,702,3,3,2,257,45,0,0,0,0,0,No,No,0,Jul,2007,WD,Normal,12.560247968016562,3,2,0,1,1,1,4,2,2,2,1,1,2,1,2,45,9,12,4,3,2106,0,6,2,0,702,1,2,3.0,3294,1668,45,1,0,81,729,3.0,10850436,35741336184,57.39337940912697,2782224,4640749632,40.84115571332428,2782224,4640749632,40.84115571332428,9,27,1.7320508075688772,16,64,2.0,9,27,1.7320508075688772,9.0,27.0,1.7320508075688772,16,64,2.0,4435236,9340607016,45.89117562233506
684,SC60,RL,58.0,16770,2,None,2,Lvl,4,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,4,3,PConc,4,3,0,1,0,1,0,1195,1195,GasA,4,Y,SBrkr,1195,644,0,1839,0,0,2,1,4,1,3,7,8,0,0,Attchd,1998.0,Fin,2,486,3,3,2,0,81,0,0,0,0,0,No,No,0,Jun,2010,WD,Normal,12.30592250537653,3,2,0,1,1,0,4,1,2,1,1,1,2,1,2,35,9,12,3,0,1458,0,6,2,0,486,0,1,2.5,3034,1839,81,1,0,49,343,2.6457513110645907,9205156,27928443304,55.08175741568164,3381921,6219352719,42.883563284783136,3381921,6219352719,42.883563284783136,9,27,1.7320508075688772,16,64,2.0,4,8,1.4142135623730951,6.25,15.625,1.5811388300841898,9,27,1.7320508075688772,2125764,3099363912,38.18376618407357
685,SC160,RL,0.0,5062,2,None,3,Lvl,4,CulDSac,3,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4,3,1,6,828,2,182,180,1190,GasA,4,Y,SBrkr,1190,900,0,2090,1,0,2,0,3,1,4,6,7,1,3,Attchd,1984.0,Fin,2,577,3,3,2,219,0,0,0,0,0,0,No,No,0,Sep,2007,WD,Normal,12.242891437918386,3,2,0,1,1,1,3,2,2,2,1,1,2,1,2,35,9,12,4,3,1731,0,6,2,0,577,1,2,3.0,3280,2090,0,0,0,49,343,2.6457513110645907,10758400,35287552000,57.271284253105414,4368100,9129329000,45.71651780264984,4368100,9129329000,45.71651780264984,9,27,1.7320508075688772,16,64,2.0,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,16,64,2.0,2996361,5186700891,41.60528812542944
686,SC60,FV,84.0,10207,2,None,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0,1,0,874,874,GasA,5,Y,SBrkr,874,887,0,1761,0,0,3,0,3,1,4,7,8,0,0,Attchd,2007.0,Fin,2,578,3,3,2,144,105,0,0,0,0,0,No,No,0,Aug,2007,New,Partial,12.336556900342153,3,2,0,1,1,0,4,2,2,1,1,1,2,1,2,42,9,12,4,0,1734,0,6,2,0,578,0,2,3.0,2635,1761,105,0,1,49,343,2.6457513110645907,6943225,18295397875,51.332251070842396,3101121,5461074081,41.96427051671457,3101121,5461074081,41.96427051671457,9,27,1.7320508075688772,16,64,2.0,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,16,64,2.0,3006756,5213714904,41.641325627314025
687,SC160,FV,0.0,5105,2,None,2,Lvl,4,FR2,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,0,6,239,1,0,312,551,GasA,5,Y,SBrkr,551,551,0,1102,0,0,2,1,2,1,4,4,8,0,0,Detchd,2004.0,Unf,2,480,3,3,2,0,60,0,0,0,0,0,No,No,0,Mar,2007,WD,Normal,11.910365121788654,3,2,0,1,1,0,4,2,2,2,1,1,2,1,2,35,9,12,4,0,1440,0,6,2,0,480,0,2,2.5,1653,1102,60,0,0,49,343,2.6457513110645907,2732409,4516672077,40.65710270051225,1214404,1338273208,33.19638534539566,1214404,1338273208,33.19638534539566,9,27,1.7320508075688772,16,64,2.0,4,8,1.4142135623730951,6.25,15.625,1.5811388300841898,16,64,2.0,2073600,2985984000,37.94733192202055
